location_prefix,count
禹州市浅井镇扒村,144
禹州市浅井乡浅井村,121
禹州市梁北镇梁北村,103
禹州市无梁镇路口村,141
禹州市无梁镇无梁村,131
禹州市方山镇方山村,119
禹州市方山镇坡村,164
禹州市文殊镇文殊村,177
禹州市张得镇大槐树赵村,133
禹州市大市场,214
禹州市夏都街道颍河大街,195
禹州市夏都街道禹王广场F,275
禹州市古城镇龙屯村,190
禹州市古城镇古城村,160
禹州市中药材专业市场南,102
禹州市中药材专业市场北,139
禹州市东环路农贸市场,120
社旗县陌陂镇陌陂街,132
社旗县赵河街道酒香小镇,143
社旗县赵河街道酒乡小镇,140
社旗县苗店镇苗店街,149
社旗县李店镇李店街,139
社旗县朱集镇朱集街,245
社旗县太和镇太和街,102
社旗县下洼镇下洼街,191
确山县竹沟镇竹沟街,210
确山县盘龙街道龙山大道,230
确山县盘龙街道解放路,182
确山县盘龙街道生产街,267
确山县盘龙街道朗陵大道,259
确山县盘龙街道新生街,193
确山县盘龙街道护城河路,131
确山县盘龙街道和平街,107
确山县留庄镇留庄街,430
确山县瓦岗镇瓦岗街,172
确山县李新店镇李新店街,138
确山县新安店镇新安店街,142
确山县新安店镇八四集,142
确山县任店镇任店街,474
石桥镇幸福路,525
睢县董店工业园区,180
睢县胡堂乡胡堂村,131
睢县白楼乡君临社区,228
睢县潮庄镇潮庄集,129
睢县涧岗乡涧岗集,126
睢县涧岗乡涧岗村,157
睢县河堤乡河西村,115
睢县河堤乡河东村,257
睢县水口路,479
睢县文化路,256
睢县平岗镇平东村,108
睢县尤吉屯乡黑西村,107
睢县尤吉屯乡马东村,364
睢县尤吉屯乡电商产业园B-,179
睢县尤吉屯乡尤吉屯集,150
睢县尤吉屯乡冯关屯村,106
睢县城郊乡凤城大道,102
睢县凤城大道,613
白庙乡白庙集,131
登封市颍阳镇南街市场,237
登封市石道市场,109
登封市白坪乡白坪街,141
登封市市区嵩山路,116
登封市市区东关街,113
登封市嵩阳街道嵩阳路,141
登封市嵩阳街道嵩山路,136
登封市嵩阳街道崇高路,118
登封市嵩阳街道少室路,146
登封市嵩阳街道中岳大街,109
登封市嵩阳街道东关街,104
登封市大金店镇金西村,220
登封市大冶镇新市场,325
登封市大冶镇南环路,101
登封市大冶镇东刘碑村,102
登封市卢店镇广场,130
瓦店乡瓦店集,107
王庄寨镇,109
物交会流动经营,278
焦作市车站街,112
焦作市解放区站前路,146
焦作市解放区民主南路,200
焦作市解放区朝阳路,123
焦作市解放区工业路,227
焦作市解放区南通路,114
焦作市解放区人民路,126
焦作市解放区丰收路,103
焦作市解放区上白作村村民委员会院内附,309
焦作市城乡一体化示范区苏家作乡苏家作村,124
焦作市城乡一体化示范区万鑫商城,172
焦作市华融大厦,163
灵宝市阳店镇小河市场,117
灵宝市车站路,164
灵宝市西闫乡西闫街,140
灵宝市焦村镇焦村街,126
灵宝市步行街,111
灵宝市故县镇故县街,152
灵宝市故县镇安底,122
灵宝市弘农路,168
灵宝市康乐市场,213
灵宝市康乐商城,127
灵宝市川口乡科里街,103
灵宝市商贸建材城,104
灵宝市中心商业区,103
瀍河区,253
濮阳市华龙区,143
濮阳市京开道银街,116
濮阳市,232
濮阳县铁丘路西段,101
濮阳县解放路北段,109
濮阳县解放路中段,113
濮阳县胡状镇胡状集,129
濮阳县红旗路上亿广场,125
濮阳县柳屯镇柳兴电商产业园D-,626
濮阳县柳屯镇柳兴电商产业园C-,5119
濮阳县柳屯镇柳兴电商产业园A-,3729
濮阳县文留镇文留集,116
濮阳县庆祖镇庆南村,138
濮阳县安澜小镇远阳电子商务产业园C-,314
濮阳县安澜小镇远阳电子商务产业园,2726
濮阳县国庆路西段路南,153
潢川县定城街道方店新村,128
潢川县定城街道先锋社区先锋新农村,130
潢川县华英商贸城,111
漯河市郾城区龙城镇郭湾村,156
漯河市郾城区龙城镇栗庄村,257
漯河市郾城区龙城镇李湾村,157
漯河市郾城区龙城镇庙赵村,169
漯河市郾城区龙城镇幸福村,108
漯河市郾城区龙城镇常湾村,130
漯河市郾城区龙城镇孔沈邓村,163
漯河市郾城区龙城镇前黄村,104
漯河市郾城区龙城镇冢马村,131
漯河市郾城区龙城镇仲李村,102
漯河市郾城区黄河路与邙山路交汇处路南,176
漯河市郾城区黄河路与邙山路交汇处往南,972
漯河市郾城区黄河路,1027
漯河市郾城区裴城镇三丁村,101
漯河市郾城区沙北街道黄河路与邙山路交汇处往南,236
漯河市郾城区李集镇郭东村,201
漯河市郾城区李集镇大王村,150
漯河市郾城区新店镇闫李村,298
漯河市郾城区新店镇周庄村,164
漯河市郾城区新店镇前丁村,344
漯河市郾城区孟庙镇,152
漯河市郾城区天泰大厦,210
漯河市郾城区城关镇黄河路西段北侧华山美食城,1262
漯河市郾城区商桥镇胡庄村,178
漯河市郾城区商桥镇申明铺村,158
漯河市郾城区商桥镇大闫村,313
漯河市西城区汉江路与太白山路交叉口世界港二楼,547
漯河市舞阳县马村乡王徐村一组,284
漯河市舞阳县马村乡岗寺村一组,110
漯河市舞阳县马村乡前姚村一组,137
漯河市舞阳县辛安镇郭窑村一组,415
漯河市舞阳县辛安镇电商产业园,178
漯河市舞阳县辛安镇河西杨村一组,173
漯河市舞阳县辛安镇周庄村一组,328
漯河市舞阳县孟寨镇黄庄村一组,181
漯河市舞阳县孟寨镇曹孟村一组,171
漯河市舞阳县北舞渡镇鹿店村一组,106
漯河市舞阳县北舞渡镇郑李村一组,124
漯河市舞阳县北舞渡镇田庄村二组,159
漯河市舞阳县北舞渡镇左沟村一组,160
漯河市舞阳县北舞渡镇中山街村三组,200
漯河市舞阳县北舞渡镇中山街村一组,397
漯河市舞阳县保和乡黄庄村,151
漯河市舞阳县保和乡二郎庙村二组,101
漯河市舞阳县九街乡前扁担赵村,116
漯河市舞阳县九街乡九街村一组,422
漯河市源汇区骊山路丽水康城,294
漯河市源汇区马路街街道人民路昌建广场SOHO写字楼,1343
漯河市源汇区问十乡董庄村,130
漯河市源汇区问十乡曹店村二组,144
漯河市源汇区问十乡宋庄村,112
漯河市源汇区长江路泰盈紫禁城,123
漯河市源汇区汉江路龙祥花园三单元,105
漯河市源汇区汉江路阳光福苑售楼部,2820
漯河市源汇区汉江路恒大御景,1890
漯河市源汇区柳江路文萃江南,322
漯河市源汇区大刘镇大刘村,183
漯河市源汇区人民路昌建广场SOHO写字楼,128
漯河市源汇区人民路昌建写字楼,543
漯河市源汇区,118
漯河市市辖区西城区汉江路与太白山路交叉口世界港二楼,397
漯河市召陵区黄河路金色龙湾立华公寓,205
漯河市召陵区金色龙湾,336
漯河市召陵区天桥街道创业中心,137
漯河市召陵区天桥创业中心,2263
漯河市召陵区人民东路,105
漯河市召陵区东城办东兴电子产业园区,4605
漯河市召陵区东城办东兴电子产业园,912
漯河市召陵区东城产业集聚区桃园路北侧,854
滑县白道口镇白道口村,198
滑县瓦岗寨乡瓦岗村,127
滑县王庄镇莫洼集,116
滑县牛屯镇南街村,311
滑县桑村乡桑村集,122
滑县新区五洲新时代广场,241
滑县四间房镇四间房村,113
滑县万古镇万古集,110
源汇区问十乡武庄村一组,177
源汇区问十乡曹店村一组,179
源汇区问十乡宁庄村一组,211
源汇区问十乡周庄村五组,281
源汇区湘江路湘江小镇,115
源汇区湘江西路,845
源汇区柳江路柳江小区,584
源汇区柳江路文萃江南,262
源汇区太行山路南端,108
源汇区太行山路与桂江路交叉口汇成商务中心,3763
源汇区吉顺生态产业园,126
源汇区五一路南段,191
渑池县黄花建材市场,124
渑池县黄花市场,130
渑池县黄河路,114
渑池县新华街,156
渑池县文化街,153
渑池县会盟路,144
渑池县仰韶西路,157
渑池县仰韶西街,101
渑池县仰韶大街,167
渑池县中心市场,104
渑池县万洋商贸城,120
淮滨县防胡镇街道,211
淮滨县邓湾乡街道,187
淮滨县赵集镇街道,194
淮滨县王店乡街道,101
淮滨县滨湖街道办事处乌龙大道,101
淮滨县栏杆镇街道,110
淮滨县期思镇街道,125
淮滨县新里镇街道,183
淮滨县张里乡街道,149
淮滨县城关滨城商业中心,238
淮滨县城关南大街西段,152
淮滨县城关南大街中段,116
淮滨县城关公安街,115
淮滨县固城乡街道,142
淮滨县北城桂花路中段,147
淮滨县三空桥乡街道,119
淘宝网:https://www.taobao.com;,266
淘宝网:https://www.taobao.com/;,210
淘宝网:https://shop,1335
淘宝网:http://shop,136
淘宝平台:https://shop,478
淘宝:www.taobao.com;,162
淘宝:shop,111
淘宝:https://shop,2097
淘宝:http://shop,154
淇县朝歌镇,109
淇县,210
淅川县龙城街道红旗路,142
淅川县龙城街道灌河路,305
淅川县龙城街道人民路,103
淅川县香花镇香北村,213
淅川县香花镇邓荆路,227
淅川县香花镇老街,115
淅川县金河镇,899
淅川县盛湾镇盛湾街,256
淅川县县城灌河路,127
淅川县厚坡镇东大街,182
淅川县九重镇交通路,118
淅川县上集镇罗池贯,132
涧西区长春路街道珠江新村,178
涧西区西苑路,132
涧西区景华路,159
涧西区建设路,152
涧西区中州西路,140
涧西区,167
浚县白寺乡白寺村,104
浚县屯子镇屯子集,154
浚县小河镇小河村,115
浚县善堂镇人民路,121
浙江淘宝网络有限公司:https://shop,114
济源市轵城镇西轵城村,238
济源市王屋镇王屋街,118
济源市济水东街二巷,101
济源市济水东街一巷,121
济源市河合流动,310
济源市御驾流动,149
济源市御驾小吃街,160
济源市宣化街西段,606
济源市宣化街中段,138
济源市周园路,186
济源市南街集贸市场,154
济源市八仙街,293
济源市五龙口镇尚庄大街,131
济源市中原国际商贸城A,171
流动经营,130
洛龙区长夏门街关林综合批发市场,101
洛龙区关林翠云东路,154
洛龙区关林市场,360
洛阳市西工区金谷园路,179
洛阳市西工区道南路,221
洛阳市西工区解放路,539
洛阳市西工区行署路,436
洛阳市西工区纱厂西路,163
洛阳市西工区纱厂南路,410
洛阳市西工区王城路,133
洛阳市西工区王城大道,634
洛阳市西工区涧东路,343
洛阳市西工区汉宫路,107
洛阳市西工区唐宫西路,510
洛阳市西工区升龙广场B区第,407
洛阳市西工区凯旋西路,294
洛阳市西工区凯旋东路,226
洛阳市西工区八一路,124
洛阳市西工区健康西路,116
洛阳市西工区体育场路,124
洛阳市西工区五洲国际,104
洛阳市西工区九都路,505
洛阳市西工区中州中路,1296
洛阳市西工区七一路,113
洛阳市老城区春都路,379
洛阳市老城区宏进市场C区,170
洛阳市老城区宏进市场A区,122
洛阳市老城区唐宫东路,116
洛阳市老城区,118
洛阳市瀍河回族区启明南路,164
洛阳市涧西区西苑路,126
洛阳市涧西区联盟路,127
洛阳市涧西区景华路,111
洛阳市涧西区建设路,206
洛阳市涧西区南昌路,194
洛阳市涧西区中州西路,151
洛阳市涧西区,136
洛阳市洛龙区龙门大道,263
洛阳市洛龙区长兴街与政和路交叉口东北角S,215
洛阳市洛龙区长兴街,155
洛阳市洛龙区长兴尚街,166
洛阳市洛龙区金城寨街,103
洛阳市洛龙区英才路,144
洛阳市洛龙区牡丹大道,438
洛阳市洛龙区滨河南路,422
洛阳市洛龙区政和路,131
洛阳市洛龙区开元大道,573
洛阳市洛龙区太康路,111
洛阳市洛龙区古城路,580
洛阳市洛龙区二郎庙夜市街,107
洛阳市洛龙区丰李镇丰李村,231
洛阳市春都路,151
洛阳市偃师区槐新街道洛神路,171
洛阳市偃师区大口镇大口村,190
洛阳市伊滨区诸葛镇诸葛村,250
洛阳市伊滨区诸葛镇,113
洛阳市伊滨区庞村镇赵屯村,141
洛阳市伊滨区庞村镇西庞村,164
洛阳市伊滨区庞村镇窑沟村,113
洛阳市伊滨区庞村镇东庞村,298
洛阳市伊滨区寇店镇寇店村,281
洛阳市伊川县鸣皋镇鸣皋村,248
洛阳市伊川县鸣皋镇中溪村,109
洛阳市伊川县水寨镇水寨村,103
洛阳市伊川县彭婆市场,135
洛阳市伊川县平等乡平等村,118
洛阳市伊川县城关镇顺城街,115
洛阳市伊川县城关镇酒城北路,109
洛阳市伊川县城关镇文化北路,107
洛阳市伊川县城关镇周村,115
洛宁县陈吴乡大原街,291
洛宁县赵村镇土桥村,125
洛宁县涧口乡涧口街,128
洛宁县河底镇河底街,152
洛宁县河底镇杨坡街,112
洛宁县政通路,170
洛宁县城郊乡崛山街,117
洛宁县城区(城市管理局指定的时间和地点),219
洛宁县兴宁东路老城教堂西,154
洛宁县兴华镇兴华街,192
洛宁县京宁路路西,107
泌阳县象河乡象河街,103
泌阳县春水镇春水街,190
泌阳县付庄乡开元路,226
河南自贸试验区郑州片区（金水）柳东路,321
河南自贸试验区郑州片区（郑东）金水东路,2983
河南自贸试验区郑州片区（郑东）福禄街,112
河南自贸试验区郑州片区（郑东）祥盛街,227
河南自贸试验区郑州片区（郑东）正光路,129
河南自贸试验区郑州片区（郑东）榆林北路,233
河南自贸试验区郑州片区（郑东）普济路,117
河南自贸试验区郑州片区（郑东）普惠路,702
河南自贸试验区郑州片区（郑东）心怡路,233
河南自贸试验区郑州片区（郑东）康宁街,150
河南自贸试验区郑州片区（郑东）寿丰街,195
河南自贸试验区郑州片区（郑东）地润路,222
河南自贸试验区郑州片区（郑东）商鼎路,784
河南自贸试验区郑州片区（郑东）商都路,559
河南自贸试验区郑州片区（郑东）商务外环路,1134
河南自贸试验区郑州片区（郑东）商务内环路,774
河南自贸试验区郑州片区（郑东）商务内环,125
河南自贸试验区郑州片区（郑东）创业路,159
河南自贸试验区郑州片区（郑东）农业东路,121
河南自贸试验区郑州片区（郑东）东风南路商鼎路龙宇国际,139
河南自贸试验区郑州片区（经开）航海东路,1155
河南自贸试验区郑州片区（经开）经北二路,165
河南自贸试验区郑州片区（经开）经北一路,150
河南自贸试验区郑州片区（经开）第八大街,210
河南自贸试验区郑州片区（经开）第二大街,107
河南自贸试验区郑州片区(金水)柳东路,512
河南自贸试验区郑州片区(郑东)金水东路,4115
河南自贸试验区郑州片区(郑东)福禄路,108
河南自贸试验区郑州片区(郑东)福禄街,117
河南自贸试验区郑州片区(郑东)祥盛街,364
河南自贸试验区郑州片区(郑东)正光路,258
河南自贸试验区郑州片区(郑东)正光北街,189
河南自贸试验区郑州片区(郑东)榆林北路,260
河南自贸试验区郑州片区(郑东)普济路,113
河南自贸试验区郑州片区(郑东)普惠路,960
河南自贸试验区郑州片区(郑东)心怡路,247
河南自贸试验区郑州片区(郑东)康宁街,218
河南自贸试验区郑州片区(郑东)寿丰街,229
河南自贸试验区郑州片区(郑东)地润路,227
河南自贸试验区郑州片区(郑东)商鼎路,741
河南自贸试验区郑州片区(郑东)商都路,863
河南自贸试验区郑州片区(郑东)商务外环路,1815
河南自贸试验区郑州片区(郑东)商务外环,164
河南自贸试验区郑州片区(郑东)商务内环路,1449
河南自贸试验区郑州片区(郑东)商务内环,228
河南自贸试验区郑州片区(郑东)商务中央公园,124
河南自贸试验区郑州片区(郑东)和光街,170
河南自贸试验区郑州片区(郑东)农业东路,184
河南自贸试验区郑州片区(郑东)众旺路,107
河南自贸试验区郑州片区(郑东)东风南路商鼎路龙宇国际,158
河南自贸试验区郑州片区(经开)航海东路,1374
河南自贸试验区郑州片区(经开)经北四路,101
河南自贸试验区郑州片区(经开)经北二路,328
河南自贸试验区郑州片区(经开)经北一路,206
河南自贸试验区郑州片区(经开)第八大街,241
河南自贸试验区郑州片区(经开)第五大街,119
河南自贸试验区郑州片区(经开)第二大街,184
河南自贸试验区郑州片区(经开)第七大街,161
河南自贸试验区郑州片区(经开)朝凤路,126
河南自贸试验区开封片区郑开大道,1360
河南自贸试验区开封片区幸福二街,105
河南自贸试验区开封片区宋城路宋城雅居,125
河南自贸试验区开封片区回龙庙新村,219
河南省鹤壁市淇滨区黎阳路街道黎阳路,151
河南省鹤壁市淇滨区黎阳路街道淇河路,165
河南省鹤壁市淇滨区黎阳路街道卫河路,130
河南省鹤壁市淇滨区淇河路,134
河南省鹤壁市淇滨区泰山办事处衡山路,106
河南省鹤壁市淇滨区天山办事处柳江路与天山路交叉口天山路街道新经济产业园,117
河南省鹤壁市淇滨区兴鹤大街,101
河南省鹤壁市淇滨区九州路街道黄山路,138
河南省鹤壁市淇滨区九州路街道新闻巷,132
河南省鹤壁市淇滨区,147
河南省鹤壁市浚县卫溪街道黎阳路宏基教育楼四楼,112
河南省鹤壁市山城区鹿楼乡西鹿楼村东,107
河南省鹤壁市山城区鹿楼乡大胡社区,517
河南省鹤壁市山城区鹿楼乡后营村,136
河南省鹤壁市山城区鹿楼乡东扒厂村,113
河南省鹤壁市山城区鹤壁市山城区陶源一区,537
河南省鹤壁市山城区鹤壁市山城区东石林村豫兴煤机培训基地对面门面,135
河南省鹤壁市山城区长风南路,254
河南省鹤壁市山城区长风中路街道长风路,438
河南省鹤壁市山城区长风中路街道,197
河南省鹤壁市山城区绿源农贸市场C区-,268
河南省鹤壁市山城区红旗街道红旗街东段,172
河南省鹤壁市山城区红旗街道红旗街东建材市场园内,379
河南省鹤壁市山城区红旗街道红五巷,165
河南省鹤壁市山城区红旗街道朝霞街南,103
河南省鹤壁市山城区红旗街道山城路,213
河南省鹤壁市山城区石林镇石林大街,363
河南省鹤壁市山城区石林村陶源一区,250
河南省鹤壁市山城区汤河街街道陈家湾,118
河南省鹤壁市山城区汤河街街道汤河便民点,206
河南省鹤壁市山城区汤河街街道卫星街,332
河南省鹤壁市山城区桃源一区,244
河南省鹤壁市山城区山城路街道汤河街,356
河南省鹤壁市山城区山城路街道无线电研究所,329
河南省鹤壁市山城区丰泽园B区-,313
河南省鹤壁市山城区东石林村豫兴煤机培训基地对面门面,467
河南省驻马店市西平县柏城解放路顶品百货,439
河南省驻马店市西平县,103
河南省驻马店市确山县新安店镇八四集,113
河南省驻马店市汝南县汝宁镇农商智慧城,112
河南省驻马店市正阳县陡沟镇中心街,142
河南省驻马店市上蔡县重阳办事处中部礼品城,215
河南省项城市官会镇官北村,154
河南省长葛市和尚桥镇秦公庙村,133
河南省郑州市高新技术开发区科学大道,127
河南省郑州市高新技术产业开发区长椿路,658
河南省郑州市高新技术产业开发区银屏路,239
河南省郑州市高新技术产业开发区金梭路,636
河南省郑州市高新技术产业开发区迎春街,168
河南省郑州市高新技术产业开发区西四环,388
河南省郑州市高新技术产业开发区西三环路,401
河南省郑州市高新技术产业开发区西三环,101
河南省郑州市高新技术产业开发区莲花街,658
河南省郑州市高新技术产业开发区翠竹街,287
河南省郑州市高新技术产业开发区红叶路,221
河南省郑州市高新技术产业开发区科学大道,1006
河南省郑州市高新技术产业开发区电厂路,610
河南省郑州市高新技术产业开发区瑞达路,565
河南省郑州市高新技术产业开发区玉兰街,206
河南省郑州市高新技术产业开发区梧桐街,158
河南省郑州市高新技术产业开发区枫杨街,105
河南省郑州市高新技术产业开发区木兰里,138
河南省郑州市高新技术产业开发区国槐街,197
河南省郑州市高新技术产业开发区冬青街,542
河南省郑州市高新区长椿路,313
河南省郑州市高新区金梭路,144
河南省郑州市高新区莲花街,175
河南省郑州市高新区科学大道,322
河南省郑州市高新区电厂路,206
河南省郑州市高新区瑞达路,123
河南省郑州市高新区冬青街,218
河南省郑州市金水区黑朱庄路未来滨河小区,116
河南省郑州市金水区黑朱庄路,299
河南省郑州市金水区黄河路,1865
河南省郑州市金水区鸿苑路,205
河南省郑州市金水区顺河路,297
河南省郑州市金水区青年路,1035
河南省郑州市金水区鑫苑路,421
河南省郑州市金水区鑫苑西路,202
河南省郑州市金水区金水路,3104
河南省郑州市金水区金明路,146
河南省郑州市金水区郑花路,2717
河南省郑州市金水区郑汴路,1790
河南省郑州市金水区英协路,940
河南省郑州市金水区花园路,4721
河南省郑州市金水区花园北路,1557
河南省郑州市金水区经六路,131
河南省郑州市金水区经八路,495
河南省郑州市金水区经五路,520
河南省郑州市金水区经三路北段,119
河南省郑州市金水区经三路北,1268
河南省郑州市金水区经三路,1061
河南省郑州市金水区经三北路,351
河南省郑州市金水区经七路,412
河南省郑州市金水区经一路北,106
河南省郑州市金水区纬四路,337
河南省郑州市金水区纬五路,566
河南省郑州市金水区纬二路,238
河南省郑州市金水区红旗路,575
河南省郑州市金水区红专路,858
河南省郑州市金水区索凌路,141
河南省郑州市金水区科源路,179
河南省郑州市金水区福彩路,263
河南省郑州市金水区福元路,389
河南省郑州市金水区玉凤路,728
河南省郑州市金水区沙口路,205
河南省郑州市金水区水科路,121
河南省郑州市金水区民航路,362
河南省郑州市金水区林科路,296
河南省郑州市金水区杨金路,405
河南省郑州市金水区未来路街道黑朱庄路未来滨河小区,157
河南省郑州市金水区未来路街道黑朱庄路,548
河南省郑州市金水区未来路街道黄河路,499
河南省郑州市金水区未来路街道顺河路,284
河南省郑州市金水区未来路街道金水路,1033
河南省郑州市金水区未来路街道英协路,505
河南省郑州市金水区未来路街道福元路,216
河南省郑州市金水区未来路街道玉凤路,842
河南省郑州市金水区未来路街道民航路,235
河南省郑州市金水区未来路街道未来路,627
河南省郑州市金水区未来路街道商城东路,197
河南省郑州市金水区未来路,1004
河南省郑州市金水区朝阳路,131
河南省郑州市金水区晨旭路,311
河南省郑州市金水区文博西路,195
河南省郑州市金水区文博东路,259
河南省郑州市金水区文化路街道花园路,236
河南省郑州市金水区文化路街道文化路,113
河南省郑州市金水区文化路街道农科路,169
河南省郑州市金水区文化路街道农业路,109
河南省郑州市金水区文化路,1770
河南省郑州市金水区文化北路,175
河南省郑州市金水区政六街,237
河南省郑州市金水区政七街,311
河南省郑州市金水区建业路,343
河南省郑州市金水区广电南路,261
河南省郑州市金水区宝瑞路,165
河南省郑州市金水区宏祥路,358
河南省郑州市金水区宏康路,1422
河南省郑州市金水区姚砦路,1226
河南省郑州市金水区姚寨路,170
河南省郑州市金水区天明路,382
河南省郑州市金水区天伦路,837
河南省郑州市金水区大石桥街道金水路,169
河南省郑州市金水区大石桥街道南阳路,183
河南省郑州市金水区大石桥街道健康路,118
河南省郑州市金水区国基路,2563
河南省郑州市金水区园田路,138
河南省郑州市金水区商城东路,443
河南省郑州市金水区同乐路,110
河南省郑州市金水区双铺路,115
河南省郑州市金水区博颂路,163
河南省郑州市金水区南阳路,959
河南省郑州市金水区南阳新村街道南阳路,609
河南省郑州市金水区南阳新村街道农业路,105
河南省郑州市金水区北环路,515
河南省郑州市金水区北林路街道鑫苑路,260
河南省郑州市金水区北林路街道花园路,197
河南省郑州市金水区北林路街道经三路,105
河南省郑州市金水区北三环,347
河南省郑州市金水区凤鸣路,111
河南省郑州市金水区凤台路,266
河南省郑州市金水区凤凰台街道青年路,1029
河南省郑州市金水区凤凰台街道郑汴路,1309
河南省郑州市金水区凤凰台街道英协路,180
河南省郑州市金水区凤凰台街道未来路,446
河南省郑州市金水区凤凰台街道建业路,341
河南省郑州市金水区凤凰台街道凤台路,252
河南省郑州市金水区凤凰台街道中州大道,378
河南省郑州市金水区农科路,1732
河南省郑州市金水区农业路东,1643
河南省郑州市金水区农业路,1875
河南省郑州市金水区兴达路街道鸿苑路,143
河南省郑州市金水区兴达路街道花李庄社区,131
河南省郑州市金水区兴达路街道小金庄社区,226
河南省郑州市金水区兴达路街道姚店堤社区,168
河南省郑州市金水区兴达路街道北录庄社区,128
河南省郑州市金水区兴达路街道任庄社区,223
河南省郑州市金水区兴达路,604
河南省郑州市金水区健康路,328
河南省郑州市金水区俭学街,262
河南省郑州市金水区优胜南路,248
河南省郑州市金水区优胜北路,216
河南省郑州市金水区任砦北街,102
河南省郑州市金水区丰庆路,438
河南省郑州市金水区丰产路街道黄河路,261
河南省郑州市金水区丰产路街道经三路北,300
河南省郑州市金水区丰产路街道红旗路,114
河南省郑州市金水区丰产路街道红专路,316
河南省郑州市金水区丰产路街道林科路,105
河南省郑州市金水区丰产路街道政六街,109
河南省郑州市金水区丰产路街道政七街,191
河南省郑州市金水区丰产路街道姚砦路,909
河南省郑州市金水区丰产路街道农业路东,413
河南省郑州市金水区丰产路街道丰产路,314
河南省郑州市金水区丰产路街道东风路,145
河南省郑州市金水区丰产路街道东明路北,106
河南省郑州市金水区丰产路,1101
河南省郑州市金水区丰乐路,114
河南省郑州市金水区中方园路,109
河南省郑州市金水区中州大道,885
河南省郑州市金水区东风路街道文化路,245
河南省郑州市金水区东风路街道东风路,238
河南省郑州市金水区东风路东,218
河南省郑州市金水区东风路,2064
河南省郑州市金水区东明路北,184
河南省郑州市金水区东明路,334
河南省郑州市金水区三全路,1130
河南省郑州市郑东新区金水东路,620
河南省郑州市郑东新区金光路办事处象湖南路中建翰林院,178
河南省郑州市郑东新区金光路办事处尚景佳园,214
河南省郑州市郑东新区郑开大道,161
河南省郑州市郑东新区通泰路,349
河南省郑州市郑东新区豫兴办事处豫兴家苑,154
河南省郑州市郑东新区象湖南路,156
河南省郑州市郑东新区聚源路,140
河南省郑州市郑东新区第十街东城前街北,181
河南省郑州市郑东新区福禄路,149
河南省郑州市郑东新区福禄街,451
河南省郑州市郑东新区祭城办事处金水东路,182
河南省郑州市郑东新区祭城办事处商都路,126
河南省郑州市郑东新区祥盛街,294
河南省郑州市郑东新区盛和街,166
河南省郑州市郑东新区白沙镇象湖南路与永顺路交叉口岗李农贸市场,167
河南省郑州市郑东新区白沙镇艺君生活广场,232
河南省郑州市郑东新区白沙镇白沙农贸市场,106
河南省郑州市郑东新区白沙镇前程大道与商都路交叉口向北,102
河南省郑州市郑东新区永平路,433
河南省郑州市郑东新区普惠路,472
河南省郑州市郑东新区明理路,276
河南省郑州市郑东新区心怡路,401
河南省郑州市郑东新区康平路,1608
河南省郑州市郑东新区康宁街,105
河南省郑州市郑东新区平安大道,796
河南省郑州市郑东新区宏图街,132
河南省郑州市郑东新区如意湖办事处如意湖海逸名门,110
河南省郑州市郑东新区天赋路,516
河南省郑州市郑东新区地润路,214
河南省郑州市郑东新区商鼎路,535
河南省郑州市郑东新区商都路办事处郑东商业中心B区,146
河南省郑州市郑东新区商都路办事处康平路,206
河南省郑州市郑东新区商都路办事处康宁街,101
河南省郑州市郑东新区商都路办事处商都路,277
河南省郑州市郑东新区商都路办事处升龙广场,104
河南省郑州市郑东新区商都路,3468
河南省郑州市郑东新区商务外环路,110
河南省郑州市郑东新区商务中央公园,110
河南省郑州市郑东新区博学路办事处平安大道,101
河南省郑州市郑东新区博学路,257
河南省郑州市郑东新区十里铺街,147
河南省郑州市郑东新区利农市场,188
河南省郑州市郑东新区农业南路,114
河南省郑州市郑东新区农业东路,483
河南省郑州市郑东新区中道东路,105
河南省郑州市郑东新区中州大道,134
河南省郑州市郑东新区七里河南路,289
河南省郑州市荥阳市,111
河南省郑州市管城回族区鼎盛街,130
河南省郑州市管城回族区鼎瑞街,173
河南省郑州市管城回族区鼎文街,197
河南省郑州市管城回族区鼎尚街,206
河南省郑州市管城回族区黄玉街,152
河南省郑州市管城回族区陇海路街道陇海东路,188
河南省郑州市管城回族区陇海路街道紫荆山路,115
河南省郑州市管城回族区陇海路,293
河南省郑州市管城回族区陇海南里,138
河南省郑州市管城回族区陇海东路,1366
河南省郑州市管城回族区长江东路,144
河南省郑州市管城回族区银莺路,575
河南省郑州市管城回族区银基广场C,322
河南省郑州市管城回族区银基广场-,107
河南省郑州市管城回族区银基广场,289
河南省郑州市管城回族区金城街,334
河南省郑州市管城回族区郑航街,142
河南省郑州市管城回族区郑汴路,2443
河南省郑州市管城回族区通站路,256
河南省郑州市管城回族区赣江路,159
河南省郑州市管城回族区贺江路,226
河南省郑州市管城回族区货站街,702
河南省郑州市管城回族区货站北街,136
河南省郑州市管城回族区货栈街,225
河南省郑州市管城回族区货栈北街,125
河南省郑州市管城回族区豫英路,1611
河南省郑州市管城回族区豫丰街,178
河南省郑州市管城回族区西大街街道西大街,552
河南省郑州市管城回族区西大街街道弓背街,131
河南省郑州市管城回族区西大街街道南学街,270
河南省郑州市管城回族区西大街街道南大街,104
河南省郑州市管城回族区西大街,1827
河南省郑州市管城回族区西三马路,107
